File,Key,Context,English,Afrikaans,Arabic,Catalan,"Chinese Simplified","Chinese Traditional",Czech,Danish,Dutch,English,Finnish,French,German,Greek,Hebrew,Hungarian,Indonesian,Italian,Japanese,Korean,Norwegian,OwO,"Pirate English",Polish,Portuguese,"Portuguese, Brazilian",Romanian,Russian,"Serbian (Cyrillic)",Spanish,Swedish,Turkish,Ukrainian,Vietnamese
en-us.json,"""camera.enableCalibrationTooltip"""," -> camera.enableCalibrationTooltip","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output",已选中：校准模型输出。未选中：原始模型输出,"勾選 = 使用校正後的模型輸出。未勾選 = 使用原始模型輸出","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Aangevinkt = Gekalibreerd model uitgevoerd. Niet Aangevinkt = Onbewerkt model uitgevoerd","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output",,"Aktiviert = Kalibrierte Modellausgabe. Nicht aktiviert = Rohe Modellausgabe","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Diperiksa = Hasil model yang dikalibrasi. Tidak diperiksa = Hasil model mentah","Selezionato = Uscita modello calibrato. Non Selezionato = Uscita modello grezzo","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","checked = cawibwated modew output. unchecked = waw modew output OwO","Checked = Calibrated treasure map output. Unchecked = Raw treasure map output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Отмечено = Откалиброванный вывод модели. Не отмечено = Необработанный вывод модели","Checked = Calibrated model output. Unchecked = Raw model output","Marcado = Salida del modelo calibrado. Desmarcado = Salida del modelo sin calibrar","Ibockad = Kalibrerad utmatningsmodell. Ej Ibockad = Rå utmatningsmodell","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output","Checked = Calibrated model output. Unchecked = Raw model output"
en-us.json,"""camera.mode"""," -> camera.mode",Mode,Mode,Mode,Mode,模式,模式,Mode,Mode,Modus,Mode,Mode,Mode,Modus,Mode,Mode,Mode,Mode,Modalità,Mode,Mode,Mode,"mode UwU",Mode,Tryb,Mode,Mode,Mode,Режим,Mode,Modo,Läge,Mode,Mode,Mode
en-us.json,"""camera.calibrating"""," -> camera.calibrating",Calibration,Calibration,Calibration,Calibration,校准,校正中,Calibration,Calibration,Kalibratie,Calibration,Calibration,Calibration,Kalibrierung,Calibration,Calibration,Calibration,Kalibrasi,Calibrazione,Calibration,Calibration,Calibration,"cawibwation >w<",Calibratin',Kalibracja,Calibration,Calibration,Calibration,Калибровка,Calibration,Calibración,Kalibrering,Calibration,Calibration,Calibration
en-us.json,"""camera.verticalFlip"""," -> camera.verticalFlip","Vertical Flip","Vertical Flip","Vertical Flip","Vertical Flip",垂直翻转,垂直翻轉,"Vertical Flip","Vertical Flip","Verticaal Spiegelen","Vertical Flip","Vertical Flip","Inversement vertical","Vertikales Spiegeln","Vertical Flip","Vertical Flip","Vertical Flip","Balikan Secara Vertikal","Capovolgimento Verticale","Vertical Flip","Vertical Flip","Vertical Flip","vewticaw fwip nya~","Vertical Flip","Odwrócenie pionowe","Vertical Flip","Vertical Flip","Vertical Flip","Вертикальный переворот","Vertical Flip","Volteo Vertical","Vänd Vertikalt","Vertical Flip","Vertical Flip","Vertical Flip"
en-us.json,"""camera.verticalFlipTooltip"""," -> camera.verticalFlipTooltip","Vertically flip camera feed","Vertically flip camera feed","Vertically flip camera feed","Vertically flip camera feed",垂直翻转摄像头馈送,垂直翻轉攝影機畫面,"Vertically flip camera feed","Vertically flip camera feed","Spiegel het camerabeeld verticaal","Vertically flip camera feed","Vertically flip camera feed","Inversement vertical du flux de la caméra","Kamerabild vertikal spiegeln","Vertically flip camera feed","Vertically flip camera feed","Vertically flip camera feed","Balikan kamera secara vertikal","Capovolgi verticalmente il flusso della telecamera","Vertically flip camera feed","Vertically flip camera feed","Vertically flip camera feed","vewticawwy fwip camewa feed","Vertically flip spyglass feed","Odwróć w pionie kamerę","Vertically flip camera feed","Vertically flip camera feed","Vertically flip camera feed","Перевернуть поток из камеры по вертикали","Vertically flip camera feed","Voltear la imagen de la cámara verticalmente","Vänd kamerans bild vertikalt","Vertically flip camera feed","Vertically flip camera feed","Vertically flip camera feed"
en-us.json,"""camera.horizontalFlip"""," -> camera.horizontalFlip","Horizontal Flip","Horizontal Flip","Horizontal Flip","Horizontal Flip",水平翻转,水平翻轉,"Horizontal Flip","Horizontal Flip","Horizontaal Spiegelen","Horizontal Flip","Horizontal Flip","Inversement horizontal","Horizontale Spiegelung","Horizontal Flip","Horizontal Flip","Horizontal Flip","Balikan Secara Horizontal","Capovolgimento Orizzontale","Horizontal Flip","Horizontal Flip","Horizontal Flip","howizontaw fwip OwO","Horizontal Flip","Odwrócenie poziome","Horizontal Flip","Horizontal Flip","Horizontal Flip","Горизонтальный переворот","Horizontal Flip","Volteo Horizontal","Vänd Horisontellt","Horizontal Flip","Horizontal Flip","Horizontal Flip"
en-us.json,"""camera.horizontalFlipTooltip"""," -> camera.horizontalFlipTooltip","Horizontally flip camera feed","Horizontally flip camera feed","Horizontally flip camera feed","Horizontally flip camera feed",水平翻转摄像头馈送,水平翻轉攝影機畫面,"Horizontally flip camera feed","Horizontally flip camera feed","Spiegel het camerabeeld horizontaal","Horizontally flip camera feed","Horizontally flip camera feed","Inversement horizontal du flux de la caméra","Kamerabild horizontal spiegeln","Horizontally flip camera feed","Horizontally flip camera feed","Horizontally flip camera feed","Balikan kamera secara horisontal","Capovolgi orizzontalmente il flusso della telecamera","Horizontally flip camera feed","Horizontally flip camera feed","Horizontally flip camera feed","howizontawwy fwip camewa feed UwU","Horizontally flip spyglass feed","Odwróć w poziomie kamerę","Horizontally flip camera feed","Horizontally flip camera feed","Horizontally flip camera feed","Перевернуть поток из камеры по горизонтали","Horizontally flip camera feed","Voltear la imagen de la cámara horizontalmente","Vänd kamerans bild horisontellt","Horizontally flip camera feed","Horizontally flip camera feed","Horizontally flip camera feed"
en-us.json,"""camera.crop"""," -> camera.crop","Please set a Crop","Please set a Crop","Please set a Crop","Please set a Crop",请设置裁切,請設定裁切範圍,"Please set a Crop","Please set a Crop","Stel A.U.B een Crop in","Please set a Crop","Please set a Crop","Définissez un découpage","Bitte legen Sie einen Zuschnitt fest","Please set a Crop","Please set a Crop","Please set a Crop","Silakan tentukan Potongan","Per favore imposta un Ritaglio","Please set a Crop","Please set a Crop","Please set a Crop","pwease set a cwop >w<","Set a Crop, ye landlubber","Proszę przyciąć obraz","Please set a Crop","Please set a Crop","Please set a Crop","Пожалуйста, установите обрезку","Please set a Crop","Por favor crea un Recorte","Var god ställ in urklippning","Please set a Crop","Please set a Crop","Please set a Crop"
en-us.json,"""camera.cameraAddress"""," -> camera.cameraAddress","Camera Address","Camera Address","Camera Address","Camera Address",摄像机地址,攝影機位址,"Camera Address","Camera Address","Camera Adres","Camera Address","Camera Address","Adresse de la caméra",Kameraadresse,"Camera Address","Camera Address","Camera Address","Camera Address","Indirizzo Telecamera","Camera Address","Camera Address","Camera Address","camewa addwess nya~","Spyglass Address","Adres kamery","Camera Address","Camera Address","Camera Address","Адрес камеры","Camera Address","Dirección de la Cámara","Kamera Adress","Camera Address","Camera Address","Camera Address"
en-us.json,"""camera.cameraAddressTooltip"""," -> camera.cameraAddressTooltip","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","输入IP地址或者相机的UVC端口号（包含""https://""）","輸入攝影機的 IP 位址或 UVC 通訊埠（需包含 'http://'）","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Voer het IP-adres of de UVC poort van je camera in (Voeg de 'http://' toe)","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Entrez l'adresse IP ou le port UVC de la caméra (inclure le 'http://')","Geben Sie die IP-Adresse oder den UVC - Port Ihrer Kamera ein. (Inklusive dem „http://“)","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Masukan IP address atau UVC port kamera anda. (masukan 'http://')","Inserisci l'indirizzo IP o la porta UVC della tua telecamera. (Includi 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","entew the IP addwess ow UVC powt of youw camewa. (incwude the 'http://')","Enter th' IP address or UVC port o' yer spyglass. (Include th' 'http://')","Wprowadź adres IP lub port UVC swojej kamery. (Razem z 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Введите IP-адрес или UVC-порт вашей камеры. (Укажите 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Introduce la dirección IP o puerto UVC de tu cámara. (Incluye 'http://')","Skriv IP adressen eller UVC porten för din kamera (Inkludera även 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')","Enter the IP address or UVC port of your camera. (Include the 'http://')"
en-us.json,"""camera.refreshCameraList"""," -> camera.refreshCameraList","Refresh List","Refresh List","Refresh List","Refresh List",刷新列表,重新整理清單,"Refresh List","Refresh List","Ververs Lijst","Refresh List","Refresh List","Rafraichir la liste","Liste aktualisieren","Refresh List","Refresh List","Refresh List","Perbarui Daftar","Aggiorna Lista","Refresh List","Refresh List","Refresh List","wefwesh Wist OwO","Swab th' List","Odśwież listę","Refresh List","Refresh List","Refresh List","Обновить список","Refresh List","Actualizar Lista","Uppdatera Lista","Refresh List","Refresh List","Refresh List"
en-us.json,"""camera.saveAndRestartTracking"""," -> camera.saveAndRestartTracking","Save and Restart Tracking","Save and Restart Tracking","Save and Restart Tracking","Save and Restart Tracking",保存并重启追踪,儲存並重新啟動追蹤,"Save and Restart Tracking","Save and Restart Tracking","Opslaan en Opnieuw Tracking Opstarten","Save and Restart Tracking","Save and Restart Tracking","Sauvegarder et redémarrer le suivi","Speichern und Tracking neu starten","Save and Restart Tracking","Save and Restart Tracking","Save and Restart Tracking","Simpan dan Memulai Ulang Tracking","Salva e riavvia il tracciamento","Save and Restart Tracking","Save and Restart Tracking","Save and Restart Tracking","save and westawt twacking UwU","Save and Set Sail Trackin'","Zapisz i zrestartuj śledzenie","Save and Restart Tracking","Save and Restart Tracking","Save and Restart Tracking","Сохранить и перезапустить отслеживание","Save and Restart Tracking","Guardar y Reiniciar Seguimiento","Spara och Starta om Spårning","Save and Restart Tracking","Save and Restart Tracking","Save and Restart Tracking"
en-us.json,"""camera.trackingMode"""," -> camera.trackingMode","Tracking Mode","Tracking Mode","Tracking Mode","Tracking Mode",追踪模式,追蹤模式,"Tracking Mode","Tracking Mode","Tracking Modus","Tracking Mode","Tracking Mode","Mode de suivi",Tracking-Modus,"Tracking Mode","Tracking Mode","Tracking Mode","Mode Tracking","Modalità Tracciamento","Tracking Mode","Tracking Mode","Tracking Mode","twacking mode >w<","Trackin' Mode","Tryb śledzenia","Tracking Mode","Tracking Mode","Tracking Mode","Режим отслеживания","Tracking Mode","Modo de Seguimiento",Spårningsläge,"Tracking Mode","Tracking Mode","Tracking Mode"
en-us.json,"""camera.trackingModeTooltip"""," -> camera.trackingModeTooltip","Go here to track your mouth","Go here to track your mouth","Go here to track your mouth","Go here to track your mouth",去这里追踪你的嘴画面,切換至此處以追蹤嘴部,"Go here to track your mouth","Go here to track your mouth","Ga hierheen om je mond te tracken","Go here to track your mouth","Go here to track your mouth","Allez ici pour suivre la bouche","Gehen Sie hierhin, um Ihren Mund zu tracken","Go here to track your mouth","Go here to track your mouth","Go here to track your mouth","Bagian ini untuk melacak mulut anda","Vai qui per tracciare la tua bocca","Go here to track your mouth","Go here to track your mouth","Go here to track your mouth","go hewe to twack youw mouth nya~","Go here to track yer gob","Śledzenie ust","Go here to track your mouth","Go here to track your mouth","Go here to track your mouth","Перейдите сюда для отслеживания рта","Go here to track your mouth","Pulsa para seguir tu boca","Klicka här för att spåra din mun","Go here to track your mouth","Go here to track your mouth","Go here to track your mouth"
en-us.json,"""camera.croppingMode"""," -> camera.croppingMode","Cropping Mode","Cropping Mode","Cropping Mode","Cropping Mode",裁切模式,裁切模式,"Cropping Mode","Cropping Mode","Crop Modus","Cropping Mode","Cropping Mode","Mode de découpage","Ausschnitt Modus","Cropping Mode","Cropping Mode","Cropping Mode","Mode Memotong","Modalità Ritaglio","Cropping Mode","Cropping Mode","Cropping Mode","cwopping mode :3","Croppin' Mode","Tryb przycinania","Cropping Mode","Cropping Mode","Cropping Mode","Режим обрезки","Cropping Mode","Modo de Recorte",Urklippsläge,"Cropping Mode","Cropping Mode","Cropping Mode"
en-us.json,"""camera.croppingModeToolTip"""," -> camera.croppingModeToolTip","Go here to crop out your mouth","Go here to crop out your mouth","Go here to crop out your mouth","Go here to crop out your mouth",去这里裁切你的嘴画面,切換至此處以裁切嘴部範圍,"Go here to crop out your mouth","Go here to crop out your mouth","Ga hierheen om je mond uit het beeld te snijden","Go here to crop out your mouth","Go here to crop out your mouth","Allez ici pour découper la bouche","Klicken Sie hier, um Ihren Mund zuzuschneiden","Go here to crop out your mouth","Go here to crop out your mouth","Go here to crop out your mouth","Bagian ini untuk memotong kamera pelacak mulut","Vai qui per ritagliare la bocca","Go here to crop out your mouth","Go here to crop out your mouth","Go here to crop out your mouth","go hewe to cwop out youw mouth OwO","Go here to crop out yer gob","Przycinanie obrazu ust","Go here to crop out your mouth","Go here to crop out your mouth","Go here to crop out your mouth","Перейдите сюда, чтобы обрезать область вокруг рта","Go here to crop out your mouth","Pulsa para recortar tu boca","Gå hit för att klippa ut din mun","Go here to crop out your mouth","Go here to crop out your mouth","Go here to crop out your mouth"
en-us.json,"""camera.waiting"""," -> camera.waiting","Waiting for camera address","Waiting for camera address","Waiting for camera address","Waiting for camera address",等待相机地址,等待攝影機位址中,"Waiting for camera address","Waiting for camera address","Aan het wachten voor een camera adres","Waiting for camera address","Waiting for camera address","En attente de l'adresse de la caméra","Warten auf Kameraadresse","Waiting for camera address","Waiting for camera address","Waiting for camera address","Menunggu kamera address","In attesa dell'indirizzo della telecamera","Waiting for camera address","Waiting for camera address","Waiting for camera address","waiting fow camewa addwess UwU","Waitin' fer spyglass address","Oczekuje na adres kamery","Waiting for camera address","Waiting for camera address","Waiting for camera address","Ожидание адреса камеры","Waiting for camera address","Esperando dirección de la cámara","Väntar på kamera adress","Waiting for camera address","Waiting for camera address","Waiting for camera address"
en-us.json,"""camera.connecting"""," -> camera.connecting","Camera Connecting","Camera Connecting","Camera Connecting","Camera Connecting",摄像机正在连接,連線攝影機中,"Camera Connecting","Camera Connecting","Camera aan het Aansluiten","Camera Connecting","Camera Connecting","Connexion de la caméra","Kamera wird Verbunden","Camera Connecting","Camera Connecting","Camera Connecting","Kamera Terhubung","Connettendo alla Telecamera","Camera Connecting","Camera Connecting","Camera Connecting","camewa connecting >w<","Spyglass Dockin'","Łączenie z kamerą","Camera Connecting","Camera Connecting","Camera Connecting","Подключение камеры","Camera Connecting","Conectando Cámara","Kamera Kopplar","Camera Connecting","Camera Connecting","Camera Connecting"
en-us.json,"""camera.reconnecting"""," -> camera.reconnecting","Camera Reconnecting","Camera Reconnecting","Camera Reconnecting","Camera Reconnecting",摄像机正在重新连接,重新連線攝影機中,"Camera Reconnecting","Camera Reconnecting","Camera Opnieuw aan het Aansluiten","Camera Reconnecting","Camera Reconnecting","Reconnexion de la caméra","Kamera wird erneut verbunden","Camera Reconnecting","Camera Reconnecting","Camera Reconnecting","Kamera Menghubung","Riconnessione Telecamera","Camera Reconnecting","Camera Reconnecting","Camera Reconnecting","camewa weconnecting nya~","Spyglass Re-dockin'","Ponowne łączenie z kamerą","Camera Reconnecting","Camera Reconnecting","Camera Reconnecting","Переподключение камеры","Camera Reconnecting","Reconectando Cámara","Kamera Återkopplar","Camera Reconnecting","Camera Reconnecting","Camera Reconnecting"
en-us.json,"""camera.waitingOnMouthCrop"""," -> camera.waitingOnMouthCrop","Awating Mouth Crop","Awating Mouth Crop","Awating Mouth Crop","Awating Mouth Crop",等待嘴部裁切,等待設定嘴部裁切範圍,"Awating Mouth Crop","Awating Mouth Crop","Aan het wachten op uitsnijden van mond","Awaiting Mouth Crop","Awating Mouth Crop","En attente du découpage de la bouche","Warte auf Zuschnitt für den Mund","Awating Mouth Crop","Awating Mouth Crop","Awating Mouth Crop","Menunggu potongan bingkai mulut","Aspettando il ritaglio della bocca dall'immagine","Awating Mouth Crop","Awating Mouth Crop","Awating Mouth Crop","awaiting mouth cwop :3","Awaitin' Gob Crop","Oczekiwanie na ustawienie odpowiedniego przycięcia obrazu","Awating Mouth Crop","Awating Mouth Crop","Awating Mouth Crop","Ожидание обрезки области вокруг рта","Awating Mouth Crop","Esperando Recorte de Boca","Väntar på Mun Urklipp","Awating Mouth Crop","Awating Mouth Crop","Awating Mouth Crop"
en-us.json,"""camera.calibration"""," -> camera.calibration",Calibration,Calibration,Calibration,Calibration,校准,校正,Calibration,Calibration,Kalibratie,Calibration,Calibration,Calibration,Kalibrierung,Calibration,Calibration,Calibration,Kalibrasi,Calibrazione,Calibration,Calibration,Calibration,"cawibwation OwO",Calibratin',Kalibracja,Calibration,Calibration,Calibration,Калибровка,Calibration,Calibración,Kalibrering,Calibration,Calibration,Calibration
en-us.json,"""camera.tracking"""," -> camera.tracking",Tracking,Tracking,Tracking,Tracking,追踪,追蹤中,Tracking,Tracking,"Aan het Tracken",Tracking,Tracking,Suivi,Tracking,Tracking,Tracking,Tracking,Tracking,Tracciamento,Tracking,Tracking,Tracking,"twacking UwU",Trackin',Śledzenie,Tracking,Tracking,Tracking,Отслеживание,Tracking,Seguimiento,Spårning,Tracking,Tracking,Tracking
en-us.json,"""config.noSettingsFile"""," -> config.noSettingsFile","No settings file, using base settings","No settings file, using base settings","No settings file, using base settings","No settings file, using base settings",无设置文件，使用默认设置,找不到設定檔，使用預設設定,"No settings file, using base settings","No settings file, using base settings","Geen bestand met instellingen, basisinstellingen gebruiken","No settings file, using base settings","No settings file, using base settings","Aucun fichier de paramètres, utilisation des paramètres de base","Keine Einstellungsdatei, Basiseinstellungen werden verwendet","No settings file, using base settings","No settings file, using base settings","No settings file, using base settings","Tidak ada file pengaturan, gunakan pengaturan bawaan","Nessun file d'impostazioni, usando le impostazioni di base","No settings file, using base settings","No settings file, using base settings","No settings file, using base settings","No sewwings fwile, UwUsing bwase sewwings","No settings file, using base settings","Brak pliku ustawień, używanie ustawień podstawowych","No settings file, using base settings","No settings file, using base settings","No settings file, using base settings","Файл настроек отсутствует, используются базовые настройки","No settings file, using base settings","No hay archivo de configuración, usando configuración base","Inställningsfil saknas, använder standard inställningar","No settings file, using base settings","No settings file, using base settings","No settings file, using base settings"
en-us.json,"""config.failedToLoadSettings"""," -> config.failedToLoadSettings","Failed to load settings file","Failed to load settings file","Failed to load settings file","Failed to load settings file",读取时设置文件失败,載入設定檔失敗,"Failed to load settings file","Failed to load settings file","Kon het bestand met instellingen niet laden","Failed to load settings file","Failed to load settings file","Échec du chargement du fichier des paramètres","Die Einstellungsdatei konnte nicht geladen werden","Failed to load settings file","Failed to load settings file","Failed to load settings file","Gagal Memuat file seting","Impossibile caricare il file d'impostazioni","Failed to load settings file","Failed to load settings file","Failed to load settings file","Fwailed to load sewwings file, Oh no~","Failed to load settings file","Nie udało się załadować pliku ustawień","Failed to load settings file","Failed to load settings file","Failed to load settings file","Не удалось загрузить файл настроек","Failed to load settings file","Error al cargar el archivo de configuración","Kan ej läsa in inställningsfilen","Failed to load settings file","Failed to load settings file","Failed to load settings file"
en-us.json,"""config.usingBackupSettings"""," -> config.usingBackupSettings","Using backup settings","Using backup settings","Using backup settings","Using backup settings",使用备份设置,使用備份設定,"Using backup settings","Using backup settings","Backup instellingen gebruiken","Using backup settings","Using backup settings","Utilisation des fichiers de récupération","Verwende Sicherungseinstellungen","Using backup settings","Using backup settings","Using backup settings","Gunakan pengaturan cadangan","Uso le impostazioni di backup","Using backup settings","Using backup settings","Using backup settings","UwUsing backup sewwings","Using backup settings","Używanie kopii zapasowej ustawień","Using backup settings","Using backup settings","Using backup settings","Используются резервные настройки","Using backup settings","Usando configuración de respaldo","Använder backup inställningar","Using backup settings","Using backup settings","Using backup settings"
en-us.json,"""config.usingBaseSettings"""," -> config.usingBaseSettings","Using base settings","Using base settings","Using base settings","Using base settings",使用基础设置,使用基礎設定,"Using base settings","Using base settings","Basisinstellingen gebruiken","Using base settings","Using base settings","Utilisation des paramètres de base","Verwende Basiseinstellungen","Using base settings","Using base settings","Using base settings","Mengunakan pengaturan bawaan","Uso le impostazioni di base","Using base settings","Using base settings","Using base settings","UwUsing bwase sewwings","Using base settings","Używanie ustawień podstawowych","Using base settings","Using base settings","Using base settings","Используются базовые настройки","Using base settings","Usando configuración base","Använder standard inställningar","Using base settings","Using base settings","Using base settings"
en-us.json,"""config.saved"""," -> config.saved","Config saved successfully","Config saved successfully","Config saved successfully","Config saved successfully",成功保存配置,設定儲存成功,"Config saved successfully","Config saved successfully","Configuratie succesvol opgeslagen","Config saved successfully","Config saved successfully","Sauvegarde de la configuration avec succès","Konfiguration erfolgreich gespeichert","Config saved successfully","Config saved successfully","Config saved successfully","Konfigurasi Berhasil disimpan","Configurazione salvata con successo","Config saved successfully","Config saved successfully","Config saved successfully","CoWofig saved successfuwwy~ Woo~","Config saved successfully","Konfiguracja zapisana pomyślnie","Config saved successfully","Config saved successfully","Config saved successfully","Настройки успешно сохранены","Config saved successfully","Configuración guardada correctamente","Config har sparats","Config saved successfully","Config saved successfully","Config saved successfully"
en-us.json,"""babble.latestVersion"""," -> babble.latestVersion","App is the latest version","App is the latest version","App is the latest version","App is the latest version",应用目前是最新版本,目前使用的是最新版本,"App is the latest version","App is the latest version","App gebruikt de nieuwste versie","App is the latest version","App is the latest version","L'application est à jour","App ist die neuste Version","App is the latest version","App is the latest version","App is the latest version","Aplikasi di versi terbaru","L'app è l'ultima versione","App is the latest version","App is the latest version","App is the latest version","App is latest vewsion~ Yay~","App is the latest version","Aplikacja jest na ostatniej wersji","App is the latest version","App is the latest version","App is the latest version","Приложение использует последнюю версию","App is the latest version","La App está en la última versión","Senaste versionen är installerad","App is the latest version","App is the latest version","App is the latest version"
en-us.json,"""babble.needUpdateOne"""," -> babble.needUpdateOne","You have app version","You have app version","You have app version","You have app version",你现在的版本,目前安裝的版本為,"You have app version","You have app version","Je gebruikt app versie","You have app version","You have app version","Votre version d'application est","Sie haben die App-Version","You have app version","You have app version","You have app version","Anda memiliki aplikasi versi","Hai la versione dell'app","You have app version","You have app version","You have app version","OwO have app vewsion","You have app version","Twoja wersja aplikacji","You have app version","You have app version","You have app version","У вас установлена версия приложения","You have app version","Tienes la versión de la app","Du har app version","You have app version","You have app version","You have app version"
en-us.json,"""babble.needUpdateTwo"""," -> babble.needUpdateTwo","installed. Please update to","installed. Please update to","installed. Please update to","installed. Please update to",已被安装，请升级到,請更新至,"installed. Please update to","installed. Please update to","geïnstalleerd. Update A.U.B naar","Installed. Please update to","installed. Please update to","installé. Mettez à jour vers","installiert. Bitte aktualisieren Sie auf","installed. Please update to","installed. Please update to","installed. Please update to","terinstall. Silakan Perbarui ke","installata. Si prega di aggiornare a","installed. Please update to","installed. Please update to","installed. Please update to","instawwed. Please update to","installed. Please update to","zainstalowano. Proszę zaktualizować do","installed. Please update to","installed. Please update to","installed. Please update to",". Пожалуйста, обновитесь до версии","installed. Please update to","instalada. Por favor actualiza a","installerad. Vänligen uppdatera till","installed. Please update to","installed. Please update to","installed. Please update to"
en-us.json,"""babble.needUpdateThree"""," -> babble.needUpdateThree","for the newest features","for the newest features","for the newest features","for the newest features",为了最新的特色,以使用最新功能,"for the newest features","for the newest features","voor de nieuwste functies","For the newest features","for the newest features","pour les nouvelles fonctions","für die neuesten Funktionen","for the newest features","for the newest features","for the newest features","untuk fitur terbaru","per le funzioni più recenti","for the newest features","for the newest features","for the newest features","fow the newest featuwes","for the newest features","po najnowsze funkcje","for the newest features","for the newest features","for the newest features",", чтобы получить новые функции","for the newest features","para tener las últimas funciones","den senaste funktionerna","for the newest features","for the newest features","for the newest features"
en-us.json,"""babble.name"""," -> babble.name","Babble App","Babble App","Babble App","Babble App",Babble应用,"Babble App","Babble App","Babble App","Babble App","Babble App","Babble App","Application Babble","Babble App","Babble App","Babble App","Babble App","Aplikasi Babble","App Babble","Babble App","Babble App","Babble App","babbwe app UwU","Babble Ship","Apka Babble","Babble App","Babble App","Babble App","Приложение Babble","Babble App","App Babble","Babble Appen","Babble App","Babble App","Babble App"
en-us.json,"""babble.updatePresent"""," -> babble.updatePresent","New Update Available","New Update Available","New Update Available","New Update Available",新的升级可用,有新版本可用,"New Update Available","New Update Available","Nieuwe Update Beschikbaar","New Update Available","New Update Available","Nouvelle mise à jour disponible","Neues Update verfügbar","New Update Available","New Update Available","New Update Available","Pembaruaan Tersedia","Nuovo Aggiornamento Disponibile","New Update Available","New Update Available","New Update Available","new update avaiwabwe >w<","New Booty Available","Nowa aktualizacja dostępna","New Update Available","New Update Available","New Update Available","Доступно новое обновление","New Update Available","Nueva Actualización Disponible","Uppdatering Tillgänglig","New Update Available","New Update Available","New Update Available"
en-us.json,"""babble.updateTo"""," -> babble.updateTo","Please update to","Please update to","Please update to","Please update to",请升级到,請更新至,"Please update to","Please update to","Update A.U.B naar","Please update to","Please update to","Mettez à jour vers","Bitte aktualisieren Sie auf","Please update to","Please update to","Please update to","Silakan perbarui ke","Si prega di aggiornare a","Please update to","Please update to","Please update to","pwease update to nya~","Please update to","Proszę zaktualizuj do","Please update to","Please update to","Please update to","Пожалуйста, обновитесь до","Please update to","Por favor actualiza a","Vänlig uppdatera till","Please update to","Please update to","Please update to"
en-us.json,"""babble.downloadPage"""," -> babble.downloadPage","Download Page","Download Page","Download Page","Download Page",下载页面,下載頁面,"Download Page","Download Page","Download Pagina","Download Page","Download Page","Page de téléchargement",Download-Seite,"Download Page","Download Page","Download Page","Halaman Unduh","Pagina Di Download","Download Page","Download Page","Download Page","downwoad page :3","Plunder Page","Strona pobierania","Download Page","Download Page","Download Page","Страница загрузок","Download Page","Página de Descarga",Nedladdningssida,"Download Page","Download Page","Download Page"
